Artist	Title	Label	Number	Matrix	Year	link_MP3
http://www.jazz-on-line.com/a/mp3b/CBS22841-2.mp3	Red Norvo & His Orchestra	A Cigarette And A Silhouette (v M. Bailey)	CBS	BR8171	22841-2	1938	
http://www.jazz-on-line.com/a/mp3c/COLCO45115.mp3	Sarah Vaughan	A City Called Heaven	COLUMBIA	39207	CO45115		
http://www.jazz-on-line.com/a/mp3a/COLW150079-4.mp3	Guy Lombardo Royal Canadians	A Cottage For Sale	COLUMBIA	2156 D	W150079-4	1930	
http://www.jazz-on-line.com/a/mp3a/NATNSC54.mp3	Billy Eckstine And His Orchestra	A Cottage For Sale	NATIONAL		NSC54	1945	
http://www.jazz-on-line.com/a/mp3c/SAVB4412.mp3	Erroll Garner	A Cottage For Sale	SAVOY	725	B4412	1949	
http://www.jazz-on-line.com/a/mp3b/COL41283AC.mp3	Frankie Laine	A Cottage For Sale	COLUMBIA	41283			
http://www.jazz-on-line.com/a/mp3w/1945_108.mp3	Billy Eckstine	A Cottage For Sale	National	9014		1945	
http://www.jazz-on-line.com/a/mp3w/1956_279.mp3	Billy Williams Quartet	A Crazy Little Place (that's My Home)	Coral	61576		1956	
http://www.jazz-on-line.com/a/mp3a/BRUE17740.mp3	Nick Lucas	A Cup Of Coffee, A Sandwich And You	BRUNSWICK	3052	E17740	1926	
http://www.jazz-on-line.com/a/mp3w/1926_050.mp3	Gertrude Lawrence And Jack Buchanan	A Cup Of Coffee, A Sandwich, And You	COLUMBIA	512 D	W141271	1926	
http://www.jazz-on-line.com/a/mp3a/CAP2502x.mp3	Jean Shepard	A Dear John Letter	CAPITOL				
http://www.jazz-on-line.com/a/mp3b/Blu042550-1.mp3	Artie Shaw And His Orchestra	A Deserted Farm	Bluebird	AXM2-5556	042550-1	1939	
http://www.jazz-on-line.com/a/mp3r/RiVic87321.mp3	Enrico Caruso	A Dream	Victrola	87321		1921	
http://www.jazz-on-line.com/a/mp3w/1921_149.mp3	Enrico Caruso	A Dream	VICTOR	87321		1921	
http://www.jazz-on-line.com/a/mp3c/DEC68547.mp3	Andy Kirk & Clouds Of Joy	A Dream Dropped In	DECCA	3619B	68547	1941	
http://www.jazz-on-line.com/a/mp3d/Dec68547-A.mp3	Andy Kirk And His Twelve Clouds Of Joy	A Dream Dropped In	Decca	3619	68547-A	1941	
http://www.jazz-on-line.com/a/mp3a/COLHCO3891.mp3	Buddy Clark Orchestra Of Ted Dale, With The Girl Friends	A Dreamer's Holiday	COLUMBIA	38599	HCO3891	1949	
http://www.jazz-on-line.com/a/mp3c/CAP61911.mp3	Ray Anthony	A Dreamer's Holiday	CAPITOL				
http://www.jazz-on-line.com/a/mp3w/1950_119.mp3	Ray Anthony	A Dreamer's Holiday	Capitol	761		1950	
http://www.jazz-on-line.com/a/mp3w/1949_109.mp3	Buddy Clark And Girl Friends Feat. Ted Dale's Orchestra	A Dreamer's Holiday	COLUMBIA	38599	HCO3891	1949	
http://www.jazz-on-line.com/a/mp3w/1950_032.mp3	Perry Como And Fontane Sisters	A Dreamer's Holiday	RCA Victor	78-3543		1950	
http://www.jazz-on-line.com/a/mp3b/VIC70617.mp3	Paul Whiteman & His Orchestra	A Faded Summer Love	VICTOR	22827	70617	1931	
http://www.jazz-on-line.com/a/mp3b/BRUE37282.mp3	Bing Crosby	A Faded Summer Love	BRUNSWICK	6200	E37282	1931	
http://www.jazz-on-line.com/a/mp3w/1931_103.mp3	Bing Crosby	A Faded Summer Love	BRUNSWICK	6200	E37282	1931	
http://www.jazz-on-line.com/a/mp3w/1956_303.mp3	Georgie Shaw	A Faded Summer Love	Decca	30078		1956	
http://www.jazz-on-line.com/a/mp3w/1947_295.mp3	Frank Sinatra	A Fellow Needs A Girl	COLUMBIA	37883	HCO2539	1947	
http://www.jazz-on-line.com/a/mp3w/1947_300.mp3	Perry Como Feat. O/runs Case	A Fellow Needs A Girl	RCA Victor	2402		1947	
http://www.jazz-on-line.com/a/mp3w/1944_111.mp3	Phil Hanna	A Fellow On A Furlough	Decca	4445		1944	
http://www.jazz-on-line.com/a/mp3w/1944_130.mp3	Al Sack And His Orchestra	A Fellow On A Furlough	Premier	101		1944	
http://www.jazz-on-line.com/a/mp3c/ARC19971.mp3	Billie Holiday	A Fine Romance	ARC	VO3333	19971	1936	
http://www.jazz-on-line.com/a/mp3c/VIC100914.mp3	Guy Lombardo Royal Canadians	A Fine Romance	VICTOR	25372	100914	1936	
http://www.jazz-on-line.com/a/mp3w/1936_135.mp3	Billie Holiday	A Fine Romance	ARC	VO3333	19971	1936	
http://www.jazz-on-line.com/a/mp3w/1936_006.mp3	Fred Astaire	A Fine Romance	BRUNSWICK	7716	LA1133-D	1936	
http://www.jazz-on-line.com/a/mp3w/1936_189.mp3	Henry King And His Orchestra (voc Joe Sudy)	A Fine Romance	Decca	890		1936	
http://www.jazz-on-line.com/a/mp3d/DECDLA588-A.mp3	Victor Young And His Orchestra With Dixie Lee Crosby And Bing Crosby, Vocal	A Fine Romance	DECCA	23681A	DLA588-A	1936	
http://www.jazz-on-line.com/a/mp3a/BRULA1133-D.mp3	Fred Astaire Orchestra Of Johnny Green	A Fine Romance (a Sarcastic Love Song)	BRUNSWICK	7716	LA1133-D	1936	
http://www.jazz-on-line.com/a/mp3c/COLW24759.mp3	James P Johnson	A Flat Dream	COLUMBIA	37333	W24759	1939	
http://www.jazz-on-line.com/a/mp3w/1907_087.mp3	Harry Macdonough And John Bieling	A Flower From Home, Sweet Home	Victor	4877		1907	
http://www.jazz-on-line.com/a/mp3c/SUNSR1009.mp3	Johnny Hodges & His Orchestra	A Flower Is A Lonesome Thing	SUNSET	2005	SR1009	1947	
http://www.jazz-on-line.com/a/mp3a/BRULA1465-A.mp3	Fred Astaire With Ray Noble And His Orchestra	A Foggy Day	BRUNSWICK	7982	LA1465-A	1937	
http://www.jazz-on-line.com/a/mp3c/RCAD5VB1059.mp3	Artie Shaw And His Orchestra	A Foggy Day	RCA	20-1933	D5VB1059	1945	
http://www.jazz-on-line.com/a/mp3c/MER8946AFD.mp3	Lester Young & His Orchestra	A Foggy Day	MERCURY	8946			
http://www.jazz-on-line.com/a/mp3e/DECDLA1016-A.mp3	Bob Crosby & His Orchestra	A Foggy Day	DECCA	1539	DLA1016-A	1937	
http://www.jazz-on-line.com/a/mp3w/1937_048.mp3	Fred Astaire Feat. Ray Noble's Orchestra	A Foggy Day	BRUNSWICK	7982	LA1465-A	1937	
http://www.jazz-on-line.com/a/mp3w/1938_302.mp3	Bob Crosby And His Orchestra Feat. V/kay Weber	A Foggy Day	DECCA	1539	DLA1016-A	1938	
http://www.jazz-on-line.com/a/mp3t/TS480496.mp3	Art Tatum/buddy Defranco Quartet	A Foggy Day	Columbia	LB 10039	2682-4	1956	Buddy De Franco (cl), Art Tatum (p), Red Callender (sb), Bill Douglass (dm)
http://www.jazz-on-line.com/a/mp3t/TS480803.mp3	The Art Tatum Trio	A Foggy Day	Pablo	2310-732	1791-2	1954	Benny Carter (as), Art Tatum (p), Louie Bellson (dm)
http://www.jazz-on-line.com/a/mp3t/TS481505.mp3	Charles Mingus Quintet	A Foggy Day	Fantasy	6009		1955	Eddie Bert (tb), George Barrow (ts), Mal Waldron (p), Charles Mingus (sb), Willie Jones (dm)
http://www.jazz-on-line.com/a/mp3w/1953_134.mp3	Nat ''king'' Cole	A Fool Was I	CAPITOL	2540		1953	
http://www.jazz-on-line.com/a/mp3e/DECL3463.mp3	Bing Crosby - J.s.trotter Or.	A Friend Of Yours	DECCA	18658B	L3463	1944	
http://www.jazz-on-line.com/a/mp3w/1945_126.mp3	Tommy Dorsey And His Orchestra	A Friend Of Yours	Victor	1657		1945	
http://www.jazz-on-line.com/a/mp3a/COLHCO10337.mp3	Doris Day	A Full Time Job	COLUMBIA	39898	HCO10337		
http://www.jazz-on-line.com/a/mp3w/1952_177.mp3	Doris Day And Johnnie Ray Feat. Paul Weston's Orchestra	A Full Time Job	COLUMBIA	39898	HCO10337	1952	
http://www.jazz-on-line.com/a/mp3a/CAP316.mp3	Johnny Mercer, With The Pied Pipers, Orchestra Of Paul Weston	A Gal In Calico	CAPITOL				
http://www.jazz-on-line.com/a/mp3a/RCA20-1991x.mp3	Tex Beneke And The Glenn Miller Orchestra, Vocal By Tex Beneke And The Crew Chiefs	A Gal In Calico	RCA	20-1991		1947	
http://www.jazz-on-line.com/a/mp3e/DECL4169.mp3	Bing Crosby & Calico Kids	A Gal In Calico	DECCA	23739	L4169	1946	
http://www.jazz-on-line.com/a/mp3w/1947_057.mp3	Johnny Mercer	A Gal In Calico	Capitol	316		1947	
http://www.jazz-on-line.com/a/mp3w/1947_070.mp3	Tex Beneke And The Glenn Miller Orchestra Feat. The Crew Chiefs	A Gal In Calico	RCA Victor	1991		1947	
http://www.jazz-on-line.com/a/mp3t/TS480667.mp3	Ahmad Jamal	A Gal In Calico	Argo	LP2638		1958	Ahmad Jamal, P, Israel Crosby, B, Vernell Fournier, D
http://www.jazz-on-line.com/a/mp3w/1947_073.mp3	Benny Goodman And His Orchestra (vocal Eve Young)	A Gal In Calico	COLUMBIA	37187	HCO2111-1	1946	John Best, Nate Kazebier, Dick Mains, Dale Pierce (tp), Cutty Cutshall, Leon Cox (tb), Addison Collins (fhr), Benny Goodman (cl), Larry Molinelli (as), Cliff Strickland, Zoot Sims (ts), John Rotella (bar), Joe Bushkin (p), Barney Kessel (g), Harry Babasin (sb), Louie Bellson (dm)
http://www.jazz-on-line.com/a/mp3w/1938_265.mp3	Henry King And His Orchestra	A Gardan In Granada	Decca	1767		1938	
http://www.jazz-on-line.com/a/mp3w/1952_106.mp3	Four Aces	A Garden In The Rain	DECCA	27860		1952	
http://www.jazz-on-line.com/a/mp3w/1929_173.mp3	Gene Austin Feat. O/nat Shilkret	A Garden In The Rain	VICTOR	21915		1929	
http://www.jazz-on-line.com/a/mp3w/1946_272.mp3	Perry Como Feat. O/russ Morgan	A Garden In The Rain	RCA Victor	1916		1946	
http://www.jazz-on-line.com/a/mp3b/DEC38335.mp3	Frank Crumit	A Gay Caballero	DECCA	114B	38335	1934	
http://www.jazz-on-line.com/a/mp3w/1929_021.mp3	Frank Crumit Feat. Leonard Joy And His Orchestra	A Gay Caballero	DECCA	114B	38335	1929	
http://www.jazz-on-line.com/a/mp3b/COLZSP7463.mp3	Bing Crosby	A Ghost Of A Chance	COLUMBIA	39524	ZSP7463		
http://www.jazz-on-line.com/a/mp3b/MGM47S3164.mp3	Slim Gaillard Trio	A Ghost Of A Chance (i Don't Stand).	MGM	10309B	47S3164	1947	
http://www.jazz-on-line.com/a/mp3w/1954_037.mp3	Eddie Fisher	A Girl A Girl (zoom-ba Di Alli Nella)	RCA Victor	5675		1954	
http://www.jazz-on-line.com/a/mp3a/RCAVI20-5675.mp3	Eddie Fisher, Orchestra And Chorus Of Hugo Winterhalter	A Girl, A Girl	RCA	20-5675			
http://www.jazz-on-line.com/a/mp3b/RegW-1258-W.mp3	Timmie Rogers And His All Star Orchestra	A Good Deal	Regis	7001	W-1258-W	1945	
http://www.jazz-on-line.com/a/mp3c/OKe81571-B.mp3	Frankie Trumbauer & His Orchestra	A Good Man Is Hard To Find	OKeh	40966	81571-B	1927	
http://www.jazz-on-line.com/a/mp3c/COLW144797-3.mp3	Bessie Smith	A Good Man Is Hard To Find	COLUMBIA	14250 D	W144797-3	1927	
http://www.jazz-on-line.com/a/mp3c/VIC22593-3.mp3	Marion Harris	A Good Man Is Hard To Find	VICTOR	18535A	22593-3	1919	
http://www.jazz-on-line.com/a/mp3c/DEC65952.mp3	Louis Prima's New Orleans Gang	A Good Man Is Hard To Find	DECCA	2660A	65952	1939	
http://www.jazz-on-line.com/a/mp3c/BLU031530.mp3	Fats Waller And His Rhythm	A Good Man Is Hard To Find	BLUEBIRD	10143	031530	1939	
http://www.jazz-on-line.com/a/mp3o/DECL4909.mp3	Cass Daley And Sonny Burke Orch.	A Good Man Is Hard To Find	DECCA	24600	L4909	1949	
http://www.jazz-on-line.com/a/mp3w/1928_154.mp3	Bessie Smith	A Good Man Is Hard To Find	COLUMBIA	14250 D	W144797-3	1928	
http://www.jazz-on-line.com/a/mp3w/1919_016.mp3	Marion Harris	A Good Man Is Hard To Find	VICTOR	18535A	22593-3	1919	
http://www.jazz-on-line.com/a/mp3w/1928_087.mp3	Ted Lewis And His Band	A Good Man Is Hard To Find	COLUMBIA	1428 D	W145798-4	1928	
http://www.jazz-on-line.com/a/mp3w/1919_125alt.mp3	Ernest Hare	A Good Man Is Hard To Find	Emerson	9112		1919	
http://www.jazz-on-line.com/a/mp3a/COLHCO10119.mp3	Doris Day - Paul Weston Orchestra	A Guy Is A Guy	COLUMBIA	39673	HCO10119	1952	
http://www.jazz-on-line.com/a/mp3c/DEC82319.mp3	Ella Fitzgerald	A Guy Is A Guy	DECCA	28049	82319		
http://www.jazz-on-line.com/a/mp3w/1952_016.mp3	Doris Day Feat. Paul Weston's Orchestra	A Guy Is A Guy	COLUMBIA	39673	HCO10119	1952	
http://www.jazz-on-line.com/a/mp3w/1940_310.mp3	Art Kassel And His "kassels-in-the-air" (voc Art Kassel)	A Guy Needs A Gal	Bluebird	10656	044818	1940	
http://www.jazz-on-line.com/a/mp3c/BRUM845-1.mp3	Duke Ellington's Famous Orchestra	A Gypsy Without A Song	BRUNSWICK	8186	M845-1	1938	
http://www.jazz-on-line.com/a/mp3e/DEC80696.mp3	Buddy Johnson	A Handful Of Stars	DECCA	29058	80696		
http://www.jazz-on-line.com/a/mp3b/Vic055096-1.mp3	Artie Shaw And His Orchestra	A Handful Of Stars	Victor	26790	055096-1	1940	
http://www.jazz-on-line.com/a/mp3e/VIC055096.mp3	Artie Shaw And His Orchestra	A Handful Of Stars (vab)	VICTOR	26790	055096-1	1940	
http://www.jazz-on-line.com/a/mp3c/BLU055517.mp3	Glenn Miller & His Orchestra	A Handful Of Stars (vre)	BLUEBIRD	10893	055517	1940	
http://www.jazz-on-line.com/a/mp3w/1948_171.mp3	Eddy Arnold	A Heart Full Of Love (for A Handful Of Kisses)	RCA Victor	3174		1948	
http://www.jazz-on-line.com/a/mp3w/1956_425.mp3	Gale Storm	A Heart Without A Sweetheart	Dot	15492		1956	
http://www.jazz-on-line.com/a/mp3c/BLU0420.mp3	Tempo King's Kings Of Tempo	A High Hat, A Picolo And A Cane	BLUEBIRD	6575	0420	1936	
http://www.jazz-on-line.com/a/mp3c/VIC02166.mp3	Tommy Dorsey & His Orchestra	A High Hat, A Picolo And A Cane	VICTOR	25447	02166	1936	
http://www.jazz-on-line.com/a/mp3w/1953_424.mp3	Georgia Gibbs	A Home Lovin' Man	MERCURY	70238	YB9770	1953	
http://www.jazz-on-line.com/a/mp3c/VIC014647.mp3	Fats Waller And His Rhythm	A Hopeless Love Affair	VICTOR	25689	014647	1937	
http://www.jazz-on-line.com/a/mp3c/VIC70904.mp3	Gene Kardos & His Orchestra	A Hot Dog, A Blanket And You (v D R)	VICTOR	22840	70904	1931	
http://www.jazz-on-line.com/a/mp3c/VOC80503.mp3	Miff Mole's Little Molers	A Hot Time In The Old Town Tonight	VOCALION	3041	80503	1927	
http://www.jazz-on-line.com/a/mp3w/1956_119.mp3	Four Lads	A House With Love In It	Columbia	40736	CO56505	1956	
http://www.jazz-on-line.com/a/mp3c/DECL4676.mp3	Bing Crosby & Andrews Sisters	A Hundred And Sixty Acres	DECCA	24481	L4676	1947	
http://www.jazz-on-line.com/a/mp3a/COLW152567-1.mp3	Ethel Waters And Her Ebony 4	A Hundred Years From Today	COLUMBIA	2853 D	W152567-1	1933	
http://www.jazz-on-line.com/a/mp3c/DECDLA2416.mp3	Jack Teagarden & His Orchestra	A Hundred Years From Today	DECCA	4317B	DLA2416	1941	
http://www.jazz-on-line.com/a/mp3c/MGM48S520.mp3	Sarah Vaughan	A Hundred Years From Today	MGM	30342	48S520	1946	
http://www.jazz-on-line.com/a/mp3w/1933_077.mp3	Ethel Waters	A Hundred Years From Today	COLUMBIA	2853	W152567-1	1933	
http://www.jazz-on-line.com/a/mp3e/Mus5458.mp3	Georgie Auld And His Orchestra	A Hundred Years From Today	Musicraft	458	5458	1946	
http://www.jazz-on-line.com/a/mp3c/BRU14854.mp3	Glen Gray & Casa Loma Orch.	A Hundred Years From Today (vlee Wiley)	BRUNSWICK	6775	14854	1934	
http://www.jazz-on-line.com/a/mp3h/CBS8099-1.mp3	Joe Candullo And His Orchestra	A Jazz Holiday	CBS	BA7169	8099-1	1928	
http://www.jazz-on-line.com/a/mp3e/VOCC1652.mp3	Bennie Goodman's Boys	A Jazz Holiday	VOCALION	15656	C1652	1928	
http://www.jazz-on-line.com/a/mp3w/1944_220.mp3	Judy Garland	A Journey To A Star	DECCA	18584B	L3265	1944	
http://www.jazz-on-line.com/a/mp3e/COLCO38944.mp3	Charioteers	A Kiss And A Rose	COLUMBIA	38438	CO38944	1948	
http://www.jazz-on-line.com/a/mp3w/1949_182.mp3	Charioteers	A Kiss And A Rose	COLUMBIA	38438	CO38944	1949	
http://www.jazz-on-line.com/a/mp3b/COL41163AKC.mp3	Frankie Laine	A Kiss Can Change The World	COLUMBIA	41163			
http://www.jazz-on-line.com/a/mp3o/DEC81307-A.mp3	Louis Armstrong - Sy Oliver	A Kiss To Build A Dream On	DECCA	27720B	81307-A	1951	
http://www.jazz-on-line.com/a/mp3w/1952_125.mp3	Louis Armstrong Feat. Sy Oliver's Orchestra	A Kiss To Build A Dream On	DECCA	27720B	81307-A	1951	
http://www.jazz-on-line.com/a/mp3d/MGM51-S-191.mp3	Lionel Hampton And His Orchestra	A Kiss Was Just A Kiss	MGM	11371	51-S-191	1951	
http://www.jazz-on-line.com/a/mp3c/MGM51S189.mp3	Lionel Hampton & His Orchestra	A Kiss Was Just A Kiss (until You Came Along)	MGM	11371	51S189	1951	
http://www.jazz-on-line.com/a/mp3c/VIC37738-2.mp3	Jean Goldkette & His Orchestra	A Lane In Spain	VICTOR	20491B	37738-2	1927	
http://www.jazz-on-line.com/a/mp3w/1927_163.mp3	Jean Goldkette And His Orchestra	A Lane In Spain	VICTOR	20491B	37738-2	1927	
http://www.jazz-on-line.com/a/mp3h/COLHCO1481.mp3	Victor Borge	A Lesson In Composition  (to Be Followed By ''the Blue Serenade'')	COLUMBIA	36912	HCO 1481	1946	
http://www.jazz-on-line.com/a/mp3d/CenEG-183-A.mp3	Erroll Garner	A Lick And A Promise	Century	1503	EG-183-A	1944	
http://www.jazz-on-line.com/a/mp3o/DEC24514x.mp3	Evelyn Knight, With The Stardusters	A Little Bird Told Me	DECCA	24514			
http://www.jazz-on-line.com/a/mp3w/1949_058.mp3	Paula Watson	A Little Bird Told Me	SUPERTONE	1139		1949	
http://www.jazz-on-line.com/a/mp3w/1949_042.mp3	Blue Lu Barker	A Little Bird Told Me	CAPITOL	15308	3528	1949	
http://www.jazz-on-line.com/a/mp3h/VicD8VB3426.mp3	Rose Murphy (the Chee-chee Girl)	A Little Bird Told Me	Victor	20-3320-A	D8VB3426	1948	
http://www.jazz-on-line.com/a/mp3a/CAP3528.mp3	Blue Lu Barker	A Little Bird Told Me So	CAPITOL	15308	3528		
http://www.jazz-on-line.com/a/mp3a/VIC98175-1.mp3	Fats Waller And His Rhythm	A Little Bit Independent	VICTOR	25196	98175-1	1935	
http://www.jazz-on-line.com/a/mp3e/DEC60169.mp3	Bob Crosby & His Orchestra	A Little Bit Independent	DECCA	629B	60169	1935	
http://www.jazz-on-line.com/a/mp3w/1936_113.mp3	Bob Crosby And His Orchestra	A Little Bit Independent	DECCA	629B	60169	1936	
http://www.jazz-on-line.com/a/mp3c/VOC19014-1.mp3	Bunny Berigan And His Boys	A Little Bit Later On	VOCALION	3224	19014-1	1926	
http://www.jazz-on-line.com/a/mp3/Joh099.mp3	Jack Harris Orchestra	A Little Bit Later On					
http://www.jazz-on-line.com/a/mp3b/Joh099.mp3	Jack Harris And His Orchestra	A Little Bit Later On (v Marjorie Stedeford)	Decca	F-6160	TB-2562-1	1936	
http://www.jazz-on-line.com/a/mp3c/VIC768-B.mp3	John Mccormack	A Little Bit Of Heaven	VICTROLA		768-B		
http://www.jazz-on-line.com/a/mp3w/1915_089.mp3	John Barnes Wells	A Little Bit Of Heaven (shure, They Call It Ireland)	Columbia	1662		1915	
http://www.jazz-on-line.com/a/mp3w/1915_018.mp3	Charles Harrison	A Little Bit Of Heaven (shure, They Call It Ireland)	VICTOR	17780		1915	
http://www.jazz-on-line.com/a/mp3b/VIC33883-2.mp3	Roger Wolfe Kahn & His Orchestra	A Little Bungalow	VICTOR	19860A	33883-2	1925	
http://www.jazz-on-line.com/a/mp3c/V-D705pp.mp3	Buddy Rich Orchestra	A Little Handicap	V-DISC	705			
http://www.jazz-on-line.com/a/mp3b/Joh033.mp3	The Organ, The Dance Band And Me (billy Thorburn	A Little King Without A Crown	Parlophone	F-1746	CE-10497-1	1940	
http://www.jazz-on-line.com/a/mp3w/1938_132.mp3	Benny Goodman And His Orchestra Feat. Martha Tilton	A Little Kiss At Twilight	VICTOR	25878	023517-2	1938	Harry James, Ziggy Elman, Gordon Griffin (tp), Red Ballard, Vernon Brown (tb), Benny Goodman (cl), Dave Matthews, Noni Bernardi (as), Bud Freeman, Arthur Rollini (ts), Jess Stacy (p), Ben Heller (g), Harry Goodman (sb), Dave Tough (dm)
http://www.jazz-on-line.com/a/mp3a/VIC57124-5.mp3	Rudy Vallee Connecticut Yankee	A Little Kiss Each Morning	VICTOR	22193	57124-5	1929	
http://www.jazz-on-line.com/a/mp3b/Lee1929_1205_02.mp3	Lee Morse And Her Bluegrass Boys	A Little Kiss Each Morning	Columbia	2063DB		1929	
http://www.jazz-on-line.com/a/mp3w/1930_034.mp3	Rudy Vallee And His Connecticut Yankees	A Little Kiss Each Morning (a Little Kiss Each Night)	VICTOR	22193	57124-5	1930	
http://www.jazz-on-line.com/a/mp3b/Lee1926_0300_04.mp3	Lee Morse	A Little Love	Perfect	11618B		1926	
http://www.jazz-on-line.com/a/mp3w/1953_376.mp3	Bob Carroll	A Little Love	DERBY	821		1953	
http://www.jazz-on-line.com/a/mp3w/1956_215.mp3	Dream Weavers Featuring Wade Buff	A Little Love Can Go A Long, Long Way	Decca	29905		1956	
http://www.jazz-on-line.com/a/mp3d/HMVOLA-1716-1.mp3	Django Reinhardt Et Le Quintette Du Hot Club De France	A Little Love, A Little Kiss	HMV	B-8598	OLA-1716-1	1937	
http://www.jazz-on-line.com/a/mp3c/OKe80941-D.mp3	Eddie Lang	A Little Love, A Little Kiss	OKeh	40989	80941-D	1927	
http://www.jazz-on-line.com/a/mp3w/1913_035.mp3	John Mccormack	A Little Love, A Little Kiss	Victor	64343		1913	
http://www.jazz-on-line.com/a/mp3o/EDI4135-C.mp3	Helen Clark - Joseph A. Phillips - O	A Little Love, A Little Kiss (lao Silèsu - Adrian Ross)	EDISON	BA 2841	4135-C		
http://www.jazz-on-line.com/a/mp3a/DEC18642x.mp3	Guy Lombardo	A Little On The Lonely Side	DECCA	18642			
http://www.jazz-on-line.com/a/mp3w/1945_243.mp3	Phil Moore Four	A Little On The Lonely Side	RCA	20-1641		1945	
http://www.jazz-on-line.com/a/mp3w/1945_037.mp3	Frankie Carle And His Orchestra Feat. Paul Allen	A Little On The Lonely Side	COLUMBIA	36760		1945	
http://www.jazz-on-line.com/a/mp3c/HITT478.mp3	Louis Prima & His Orchestra	A Little On The Lonely Side (v L P)	HIT OF THE WEEK	7118b	T478	1944	
http://www.jazz-on-line.com/a/mp3w/1936_181.mp3	Tommy Dorsey And His Orchestra Feat. Jack Leonard	A Little Rendezvous In Honolulu	Victor	25246		1936	
http://www.jazz-on-line.com/a/mp3c/BLU07270.mp3	Tune Wranglers	A Little While Ago	BLUEBIRD	7030	07270	1937	
http://www.jazz-on-line.com/a/mp3c/VIC017465.mp3	Tommy Dorsey & His Orchestra	A Little White Lighthouse	VICTOR	25733	017465	1937	
http://www.jazz-on-line.com/a/mp3w/1938_354.mp3	Tommy Dorsey And His Orchestra Feat. Jack Leonard	A Little White Lighthouse	VICTOR	25733	017465	1938	
http://www.jazz-on-line.com/a/mp3c/KINK5983.mp3	Wynonie Harris & His Allstars	A Love Untrue	KING	4445	K5983	1950	
http://www.jazz-on-line.com/a/mp3a/PER15092-B.mp3	Frank Keyes And His Orchestra	A Love-tale Of Alsace Lorra	Perfect	15092-B			
http://www.jazz-on-line.com/a/mp3w/1944_162.mp3	Ink Spots	A Lovely Way To Spend An Evening	DECCA	18583B	71609	1944	
http://www.jazz-on-line.com/a/mp3w/1944_136.mp3	Frank Sinatra	A Lovely Way To Spend An Evening	COLUMBIA	36687	CO33373	1944	
http://www.jazz-on-line.com/a/mp3c/VIC042739.mp3	Tommy Dorsey & His Orchestra	A Lover Is Blue	VICTOR	26390	042739	1939	
http://www.jazz-on-line.com/a/mp3c/VARUS1184-1.mp3	Jimmy Mundy Swing Club 7	A Lover Is Blue (v Madeline Greene)	VARSITY	8136	US1184-1	1939	
http://www.jazz-on-line.com/a/mp3c/BLU042177.mp3	Charlie Barnet & His Orchestra	A Lover Is Blue (vje)	BLUEBIRD	10511 B	042177	1939	
http://www.jazz-on-line.com/a/mp3c/DEC67239.mp3	Glen Gray & Casa Loma Orch.	A Lover's Lullaby	DECCA	3053B	67239	1940	
http://www.jazz-on-line.com/a/mp3c/BLU053623.mp3	Barney Bigard & His Orchestra	A Lull At Dawn	BLUEBIRD	10981	053623	1940	
http://www.jazz-on-line.com/a/mp3b/AtlRK2.mp3	Fantasy For Clarinet And Strings With Barney Bigard	A Lull At Dawn	Atlantic	EP 528	RK2	1944	
http://www.jazz-on-line.com/a/mp3c/DECDLA1772.mp3	Bing Crosby - J.s.trotter Orchestra	A Man And His Dream	DECCA	11023	DLA1772	1939	
http://www.jazz-on-line.com/a/mp3c/DEC65966.mp3	Jimmy Dorsey & His Orch.	A Man And His Dream	DECCA	2650A	65966	1939	
